depth,d18O,dD,dxs,CH4,CO,CO2,concentration,XL,large,medium,small,total_counts,small_percentage,large_percentage,XL_percentage,flow_rate
14.94,-36.52139349,-287.6361985,4.534949389,614.3149224,0.085051282,57.40530769,4163.807924,,,,,,,,,0.060861605
14.96,-36.50646398,-288.0516582,4.000053652,609.4756683,0.099410256,57.17933333,3956.621263,,,,,,,,,0.0614865
14.98,-36.48831866,-288.5746142,3.331935101,610.475961,0.0885,57.136,4340.995435,,,,,,,,,0.061049728
15,-36.58011723,-289.0902638,3.550674074,,,,10031.01986,,,,,,,,,0.060350913
15.02,-36.55052233,-289.4816939,2.922484722,,,,4141.366225,,,,,,,,,0.06043614
15.04,-36.98420186,-292.7721648,3.101450043,,,,2952.893941,,,,,,,,,0.06261677
15.06,-37.43939479,-296.4305433,3.084614954,,,,2983.650589,,,,,,,,,0.062746905
15.08,-37.74839355,-298.5612016,3.425946787,,,,5385.420108,,,,,,,,,0.062134992
15.1,-37.68379743,-300.2957612,1.174618208,,,,6929.505123,,,,,,,,,0.062627737
15.12,-37.82023226,-301.0731886,1.488669561,,,,11416.66791,,,,,,,,,0.062204667
15.14,-37.79068086,-301.1811594,1.144287504,,,,12953.29144,,,,,,,,,0.0633307
15.16,-37.89116372,-301.3263861,1.802923665,,,,11976.25666,,,,,,,,,0.062641921
15.18,-37.97382749,-301.043761,2.746858846,,,,9223.455114,,,,,,,,,0.063836848
15.2,-37.77017415,-300.5478971,1.613496131,,,,4677.446237,,,,,,,,,0.062900397
15.22,-37.55016828,-299.5890663,0.812279939,,,,2989.213442,,,,,,,,,0.063300881
15.24,-37.52479962,-298.9367092,1.261687726,,,,2771.191409,,,,,,,,,0.062362092
15.26,-37.47740578,-298.5537115,1.265534724,,,,3091.871471,,,,,,,,,0.062107812
15.28,-37.39697829,-297.9026012,1.273225044,,,,3429.219437,,,,,,,,,0.062197292
15.3,-37.66821026,-297.7693981,3.576283956,,,,4726.165482,,,,,,,,,0.061959292
15.32,-37.35068612,-297.2588347,1.546654192,,,,5096.618332,,,,,,,,,0.061694111
15.34,-37.35178504,-296.5747051,2.239575185,580.6023533,0.092666667,116.8271667,5957.141847,,,,,,,,,0.055698428
15.36,-37.21888393,-295.4992578,2.251813615,,,,6579.004176,,,,,,,,,0.056105918
15.38,-36.87876698,-292.5792005,2.450935296,,,,5411.350803,,,,,,,,,0.059061538
15.4,-36.8683272,-292.1651889,2.781428681,,,,3201.563993,,,,,,,,,0.059894963
15.42,-36.74641533,-292.2028464,1.768476211,,,,3983.337208,,,,,,,,,0.056378049
15.44,-36.8969679,-293.1383205,2.037422752,,,,3212.017965,,,,,,,,,0.060319077
15.46,-37.11689005,-293.7093672,3.225753259,,,,5487.91392,,,,,,,,,0.060944716
15.48,-36.96571933,-293.3813273,2.34442736,,,,5092.54116,,,,,,,,,0.06034372
15.5,-36.9960771,-293.515558,2.45305879,,,,5820.148851,,,,,,,,,0.060219359
15.52,-37.0545948,-293.8931821,2.543576297,,,,4303.86924,,,,,,,,,0.06022521
15.54,-37.05919655,-294.1086912,2.364881142,,,,4293.262402,,,,,,,,,0.056815267
15.56,-36.93300345,-294.278604,1.185423636,,,,3032.825975,,,,,,,,,0.059981385
15.58,-37.23887061,-294.5497588,3.361206045,,,,2804.023496,,,,,,,,,0.060224955
15.6,-37.09291977,-294.0226643,2.720693913,,,,3221.412724,,,,,,,,,0.060272305
15.62,-36.92176238,-293.4979993,1.876099727,,,,3555.143007,,,,,,,,,0.060563128
15.64,-36.83144457,-291.391885,3.25967149,,,,3426.729557,,,,,,,,,0.060450387
15.66,-36.65946297,-290.2524421,3.023261725,,,,3193.239676,,,,,,,,,0.059142239
15.68,-36.67161982,-289.7048071,3.66815147,,,,2842.451321,,,,,,,,,0.05901856
15.7,-36.49036606,-289.2956545,2.627273936,,,,3319.895425,,,,,,,,,0.060633496
15.72,-36.59380227,-289.2482237,3.50219442,,,,3147.35662,,,,,,,,,0.06020158
15.74,-36.5845301,-288.8470223,3.829218483,,,,4156.797453,,,,,,,,,0.06082977
15.76,-36.62381663,-288.4893865,4.501146512,,,,10166.25575,,,,,,,,,0.060675906
15.78,-36.34365971,-288.071068,2.678209662,,,,3294.430234,,,,,,,,,0.060478436
15.8,-36.52161671,-287.8093429,4.363590718,618.910862,0.0975,151.932,6796.145999,,,,,,,,,0.060961514
15.82,-36.46596842,-287.7548353,3.972912093,614.7621743,0.097413043,147.338413,7579.650845,,,,,,,,,0.061076145
15.84,-36.502935,-287.8272882,4.196191777,604.4778092,0.089955556,137.2853556,3702.371683,,,,,,,,,0.060780214
15.86,-36.42772739,-287.7324267,3.689392489,601.2846694,0.094021739,124.9117391,5129.760411,,,,,,,,,0.060486263
15.88,-36.24489393,-287.7939376,2.165213833,600.482437,0.088695652,113.2752609,5069.231266,,,,,,,,,0.060537291
15.9,-36.45087348,-287.5870974,4.019890394,601.6514043,0.094913043,108.347587,4293.05669,,,,,,,,,0.060271523
15.92,-36.44544754,-287.6910145,3.872565877,601.5255938,0.092844444,105.3731556,3266.046294,,,,,,,,,0.060283103
15.94,-36.2923537,-287.531329,2.807500632,602.8891343,0.088434783,107.1217609,3217.030753,,,,,,,,,0.060366017
15.96,-36.30890625,-287.5342002,2.937049717,604.7686503,0.103521739,108.9907826,3086.054171,,,,,,,,,0.060934107
15.98,-36.5379632,-287.7802992,4.523406422,601.6055624,0.087434783,106.0892174,6912.792319,,,,,,,,,0.061125712
16,-36.48212413,-287.636516,4.220477022,598.4883164,0.092608696,101.7158043,3249.517383,,,,,,,,,0.060508
16.02,-36.25512766,-287.5692074,2.471813889,597.0035497,0.084333333,95.82851111,4243.591342,,,,,,,,,0.060691276
16.04,-36.42547803,-287.2176039,4.186220319,592.9735414,0.0742,90.6786,3479.764269,,,,,,,,,0.061422815
16.06,-36.35545441,-287.4454275,3.398207776,590.4715674,0.091297297,87.88578378,2981.534369,,,,,,,,,0.05821004
16.08,-36.62709623,-287.5424781,5.474291758,593.8558765,0.092263158,86.87528947,9755.140114,,,,,,,,,0.060453798
16.1,-36.16967383,-287.5451883,1.812202391,605.7313292,0.103833333,91.13933333,3534.877329,,,,,,,,,0.060025495
16.12,-36.40587379,-287.2728968,3.974093573,,,,7490.388074,,,,,,,,,0.058809071
16.14,-36.19993535,-286.3304947,3.268988046,708.5707358,0.103,148.060963,5387.852058,,,,,,,,,0.05906857
16.16,-36.22305906,-285.9739089,3.810563578,699.7638277,0.100342105,142.0000789,2859.944503,,,,,,,,,0.05858298
16.18,-36.23812555,-285.9649438,3.940060665,682.7986475,0.0994375,128.537375,4255.188518,,,,,,,,,0.060525343
16.2,-36.0921664,-286.3705357,2.366795448,667.1411935,0.095897436,114.1805897,4983.055817,,,,,,,,,0.060427449
16.22,-36.40516199,-286.3946017,4.846694259,657.0621413,0.090605263,105.8364474,4209.480267,,,,,,,,,0.061636525
16.24,-36.31571208,-286.7482468,3.777449828,651.1799077,0.100447368,99.54773684,4297.089969,,,,,,,,,0.061669848
16.26,-36.66439668,-291.346373,1.968800446,650.3475162,0.099657895,97.49542105,4572.703658,,,,,,,,,0.063126909
16.28,-37.82900524,-300.1852369,2.446805018,650.2984264,0.097025641,96.49233333,3284.249945,,,,,,,,,0.06134029
16.3,-37.84857982,-301.2882321,1.50040646,644.5485217,0.087815789,92.80286842,3562.770255,,,,,,,,,0.060059141
16.32,-37.86246986,-302.4357191,0.464039834,637.2963104,0.10159375,86.7705625,3953.155722,,,,,,,,,0.060112091
16.34,-37.99734664,-303.2277488,0.751024352,632.534337,0.094657895,83.78602632,4868.374839,,,,,,,,,0.060096618
16.36,-38.10791337,-304.2885889,0.574718097,620.1299688,0.09125,79.9060625,4345.691773,,,,,,,,,0.060582091
16.38,-38.31540395,-305.402862,1.120369529,609.9765261,0.091631579,78.09771053,7012.214021,,,,,,,,,0.062401737
16.4,-38.34589284,-306.3212856,0.445857152,602.1874993,0.087555556,75.64830556,11088.52753,,,,,,,,,0.061788727
16.42,-38.26949265,-306.7503712,-0.594429992,589.6661723,0.090631579,73.41471053,12967.4335,,,,,,,,,0.062268792
16.44,-38.36118672,-307.5652509,-0.675757108,582.7381135,0.095897436,74.69487179,14707.84782,,,,,,,,,0.062331596
16.46,-38.66988183,-308.0423968,1.316657849,573.9062257,0.092684211,76.42410526,13057.33134,,,,,,,,,0.064048364
16.48,-38.46808569,-308.6069129,-0.86222743,562.8354181,0.106473684,76.94055263,17662.31209,,,,,,,,,0.063533384
16.5,-38.72603518,-309.1121623,0.696119147,551.7368642,0.095473684,78.443,24568.42489,,,,,,,,,0.065051014
16.52,-38.50509944,-309.1057166,-1.064921102,538.1966283,0.102868421,78.86115789,34540.88606,,,,,,,,,0.062364485
16.54,-38.570526,-309.3805594,-0.816351393,520.0116476,0.10712,77.94776,32117.30818,,,,,,,,,0.063173264
16.56,-38.57679554,-309.3847672,-0.770402912,506.8492126,0.096608108,76.87604054,26537.58647,,,,,,,,,0.062993899
16.58,-38.37709354,-307.5488863,-0.532138038,497.7056759,0.104588235,76.81888235,25269.7056,,,,,,,,,0.06198116
16.6,-38.18980038,-303.6058255,1.912577532,477.6848457,0.106166667,75.6875,24795.55753,,,,,,,,,0.061152762
16.62,-38.01732656,-301.7219751,2.416637321,470.3059809,0.111371429,72.70697143,39989.15642,,,,,,,,,0.061580339
16.64,-37.34678837,-297.8109836,0.963323317,464.0074194,0.111,69.38994444,25946.29832,,,,,,,,,0.060865384
16.66,-37.42069497,-296.6345893,2.730970423,461.1664979,0.114944444,67.97688889,12853.94499,,,,,,,,,0.060562116
16.68,-37.1625698,-295.7535932,1.54696525,461.6602074,0.114171429,66.68645714,4968.397487,,,,,,,,,0.059346889
16.7,-37.09840867,-295.2294757,1.557793654,464.1831465,0.124555556,65.14680556,5289.549253,,,,,,,,,0.060089303
16.72,-37.2540266,-295.1233408,2.908871959,466.3596522,0.113142857,63.85517143,6469.466967,,,,,,,,,0.061056646
16.74,-37.18769052,-295.4121956,2.089328565,471.6515485,0.120583333,63.66702778,5232.888694,,,,,,,,,0.060991249
16.76,-37.39974849,-295.6957173,3.502270608,480.9098565,0.115057143,64.09125714,5764.981628,,,,,,,,,0.060974495
16.78,-37.34396093,-295.8176762,2.934011194,491.5379991,0.114416667,63.09463889,7893.323864,,,,,,,,,0.060578571
16.8,-37.68183997,-299.4207542,2.033965535,504.7685765,0.104228571,63.5792,16565.88636,,,,,,,,,0.061736286
16.82,-37.7879777,-300.5273021,1.776519532,517.3819432,0.110441176,63.74020588,23391.50895,,,,,,,,,0.060914869
16.84,-37.867581,-301.0362075,1.904440574,526.8591471,0.1055,61.58561111,28433.60715,,,,,,,,,0.061182815
16.86,-37.902924,-301.6228343,1.60055767,530.977019,0.104257143,60.2372,22732.57392,,,,,,,,,0.061416497
16.88,-38.06996043,-303.1620523,1.397631167,532.6874294,0.093,58.83969444,16123.86549,,,,,,,,,0.062272212
16.9,-38.13684026,-303.820106,1.27461603,533.9292343,0.0884,58.5412,13561.62264,,,,,,,,,0.06127091
16.92,-38.21959724,-304.3367049,1.420073067,527.8842219,0.09325,60.32277778,19413.74106,,,,,,,,,0.060418889
16.94,-38.27244861,-304.4493967,1.730192234,517.9932963,0.086142857,60.59234286,28673.00224,,,,,,,,,0.060047182
16.96,-38.30335805,-304.6488955,1.77796886,507.4797947,0.095514286,59.37754286,30011.7883,,,,,,,,,0.058453397
16.98,-38.27603729,-304.4573524,1.750945877,485.8268682,0.083833333,58.7135,31423.5541,,,,,,,,,0.058839958
17,-38.12868418,-304.1890427,0.840430703,474.7644286,0.091342857,56.59497143,21201.59252,,,,,,,,,0.059277465
17.02,-38.04690593,-304.0245949,0.350652527,465.9989933,0.081722222,50.05838889,24527.43175,,,,,,,,,0.059253312
17.04,-38.08736006,-303.3421494,1.356731125,463.1061904,0.096514286,50.08957143,25953.21214,,,,,,,,,0.059092384
17.06,-37.99405455,-302.6149419,1.337494552,464.1831465,0.092611111,50.25477778,25774.02608,,,,,,,,,0.058828772
17.08,-37.996447,-301.9351192,2.036456876,466.1487797,0.097914286,51.19722857,13345.58365,,,,,,,,,0.05927709
17.1,-37.8748671,-301.1048367,1.894100106,466.8190531,0.093583333,54.08533333,7899.964819,,,,,,,,,0.058893343
17.12,-37.99601201,-300.5449621,3.423134006,468.0466324,0.082771429,56.08965714,7653.318,,,,,,,,,0.059670646
17.14,-37.68466741,-300.6004775,0.876861808,468.9432837,0.093352941,56.59129412,7031.929472,,,,,,,,,0.058902844
17.2,-37.65639301,-300.2497503,1.001393818,472.0532104,0.083928571,56.80078571,8834.418192,,,,,,,,,0.058996765
17.22,-37.90228705,-300.5153248,2.702971629,473.5406149,0.0830625,56.436875,9418.738627,,,,,,,,,0.059506
17.24,-37.80497341,-300.2626393,2.177147964,476.9233616,0.102266667,57.00773333,11125.64024,,,,,,,,,0.058810949
17.26,-37.51060898,-300.0702027,0.014669105,479.8667906,0.115375,56.5830625,12630.90805,,,,,,,,,0.0587796
17.28,-37.78260246,-300.4303469,1.830472763,484.2160364,0.08175,55.5849375,15697.61936,,,,,,,,,0.058659956
17.3,-37.71343894,-300.218277,1.489234495,487.9590238,0.105866667,55.85286667,16828.28626,,,,,,,,,0.0597538
17.32,-37.55737825,-300.4772946,-0.018268558,492.7827328,0.1065,50.9756875,22789.88265,,,,,,,,,0.059444606
17.34,-37.43044641,-300.5039344,-1.060363192,495.089151,0.093375,47.1593125,20106.27429,,,,,,,,,0.059199156
17.36,-37.89259297,-300.36785,2.772893771,498.1863413,0.088125,54.403875,12939.78029,,,,,,,,,0.059180533
17.38,-37.67484905,-300.6404685,0.758323871,500.1896302,0.091066667,45.0104,8167.222269,,,,,,,,,0.058986044
17.4,-37.79770285,-300.5971553,1.784467544,503.919438,0.0998125,48.3220625,8508.291002,,,,,,,,,0.059328828
17.42,-37.75818084,-300.1544312,1.911015498,504.5784147,0.086,53.6500625,10609.66047,,,,,,,,,0.059294689
17.44,-37.65182561,-300.0900421,1.124562732,507.4120142,0.1061875,53.2410625,12112.36735,,,,,,,,,0.059292467
17.46,-37.8450547,-299.8909549,2.86948265,508.9056946,0.098466667,56.06286667,14967.40067,,,,,,,,,0.058748978
17.48,-37.76172291,-299.4509286,2.642854661,511.0363858,0.0919375,57.1204375,18363.7331,,,,,,,,,0.058655778
17.5,-37.91701459,-299.3619042,3.974212551,512.947418,0.1026875,57.6905625,15294.87352,,,,,,,,,0.058368422
17.52,-37.3545716,-299.1246556,-0.288082872,514.950707,0.111733333,57.74613333,12755.76099,,,,,,,,,0.059325533
17.54,-37.63719128,-298.891004,2.206526182,516.7694826,0.101375,58.051625,8946.412534,,,,,,,,,0.059103244
17.56,-37.36456862,-298.5690961,0.347452778,517.5602545,0.0981875,58.7296875,6691.030504,,,,,,,,,0.05957196
17.58,-37.6631043,-298.0888852,3.215949214,518.2851288,0.107375,58.3334375,4945.340339,,,,,,,,,0.058795311
17.6,-37.37563758,-297.5865117,1.418588853,518.8167033,0.1096,58.37726667,3901.52871,,,,,,,,,0.059815622
17.62,-37.61892167,-297.0447218,3.906651541,519.6689798,0.1068125,58.21,3888.034521,,,,,,,,,0.058420778
17.64,-37.54696178,-296.860828,3.514866247,519.9325704,0.098,57.7274375,3501.21397,,,,,,,,,0.05888101
17.66,-37.27664612,-296.7661084,1.447060544,519.9413568,0.102066667,57.26013333,3399.974966,,,,,,,,,0.059577
17.68,-37.25005731,-296.3716059,1.628852594,520.6574447,0.096375,57.5135,3564.85475,,,,,,,,,0.059252111
17.7,-37.05181806,-296.1816047,0.232939747,521.4482167,0.108125,56.323875,3542.198935,,,,,,,,,0.059280333
17.72,-36.97650252,-295.9785272,-0.166506978,521.2505237,0.0894375,56.442,4601.920969,,,,,,,,,0.059212283
17.74,-37.29659355,-295.3385706,3.034177809,522.5421179,0.080933333,55.06086667,4637.818231,,,,,,,,,0.058468911
17.76,-37.1454032,-295.2559907,1.907234931,523.6887373,0.096125,53.3705,4354.592977,,,,,,,,,0.0601366
17.78,-37.27105338,-294.7224438,3.445983275,525.3361789,0.1034375,53.0790625,4132.023879,,,,,,,,,0.060280311
17.8,-37.30192995,-294.1645425,4.250897121,527.1154158,0.105625,52.994625,4342.723215,,,,,,,,,0.059062141
17.82,-36.78634944,-294.0585075,0.232287973,529.5009113,0.084733333,53.67653333,4361.527342,,,,,,,,,0.059204911
17.84,-36.87527397,-293.4572181,1.544973637,532.2554336,0.090375,55.2963125,4178.82895,,,,,,,,,0.059325844
17.86,-36.82400721,-293.4336881,1.158369553,535.2208285,0.0860625,50.162625,4344.086429,,,,,,,,,0.059142778
17.88,-36.81599095,-293.0838851,1.44404246,538.7090116,0.085666667,56.10613333,4248.526552,,,,,,,,,0.059963939
17.9,-36.74086184,-292.9810724,0.945822271,543.373311,0.075071429,56.23521429,4589.143545,,,,,,,,,0.059569378
17.92,-36.99183595,-292.7819478,3.152739796,548.1367707,0.08825,52.5474375,4706.769789,,,,,,,,,0.058804756
17.94,-36.76379206,-292.585858,1.524478476,554.9242301,0.0919375,53.7980625,4700.333041,,,,,,,,,0.059563733
17.96,-36.57718105,-292.0505126,0.566935754,556.6331762,0.092266667,48.21486667,5234.151435,,,,,,,,,0.05905299
17.98,-36.84302251,-291.5725685,3.171611661,560.1960433,0.094125,49.60925,3433.694558,,,,,,,,,0.055548267
18,-36.619313,-291.2803166,1.674187409,564.3183083,0.086111111,40.23944444,4145.180185,,,,,,,,,0.059764911
18.02,-36.73843832,-290.9550928,2.952413764,561.4832443,0.083133333,37.5154,4112.041929,,,,,,,,,0.059801067
18.04,-36.60001806,-290.6739815,2.126162981,568.7407737,0.083916667,38.24241667,3955.778164,,,,,,,,,0.058682944
18.06,-37.55069027,-298.7925302,1.612991976,482.7870976,0.085210526,58.096,16244.41528,,,,,,,,,0.059755894
18.08,-37.66481008,-298.6642766,2.654204084,478.8428423,0.084897436,57.44723077,14543.12475,,,,,,,,,0.059299671
18.1,-37.55827153,-298.1412907,2.324881614,475.2471954,0.099897436,57.62530769,8474.764884,,,,,,,,,0.059119694
18.12,-37.45810249,-297.1746465,2.490173468,474.1117279,0.092358974,58.41494872,7461.622711,,,,,,,,,0.060289083
18.14,-37.23028853,-295.2581888,2.584119446,476.2555986,0.09,60.70945,4344.819881,,,,,,,,,0.059198852
18.16,-37.08833864,-294.4287606,2.277948451,485.0879132,0.089974359,60.89033333,3843.064139,,,,,,,,,0.060154537
18.18,-37.17100551,-294.1849002,3.183143906,501.1466671,0.097384615,57.99251282,5554.457716,,,,,,,,,0.060850222
18.2,-36.90322834,-294.2306364,0.995190322,518.5842028,0.088820513,52.46197436,4118.959641,,,,,,,,,0.059883944
18.22,-36.92902639,-294.2352574,1.196953698,534.2915025,0.079051282,51.6965641,4336.266095,,,,,,,,,0.058835972
18.24,-37.21002729,-294.5034572,3.176761101,545.1318372,0.09555,50.496875,4290.698183,,,,,,,,,0.060486907
18.26,-37.2166174,-295.147283,2.585656177,552.3508419,0.091410256,44.59576923,4306.607314,,,,,,,,,0.061008791
18.28,-37.09205781,-295.5373018,1.199160627,556.4601526,0.091974359,49.975,4154.854049,,,,,,,,,0.060760713
18.3,-37.26272641,-295.7105547,2.391256603,557.2171309,0.089512821,48.12351282,4187.66147,,,,,,,,,0.060248148
18.32,-37.36075157,-295.9632401,2.922772432,558.1363188,0.090307692,45.61641026,5138.959348,,,,,,,,,0.058590269
18.34,-37.30199986,-295.9234739,2.492524982,558.3255634,0.083358974,47.13723077,11641.69818,,,,,,,,,0.059074315
18.36,-37.45745001,-295.8479955,3.811604561,558.8385514,0.089775,45.93795,17129.99582,,,,,,,,,0.059907148
18.38,-37.37016912,-295.8602776,3.101075394,556.2438731,0.098589744,48.75030769,10866.64131,,,,,,,,,0.060881444
18.4,-37.32825777,-295.7809574,2.845104696,552.1615973,0.096564103,48.58410256,5708.17849,,,,,,,,,0.059594019
18.42,-37.26179429,-295.5072773,2.587077007,549.0255443,0.092435897,48.2944359,12172.60138,,,,,,,,,0.059492889
18.44,-37.24624027,-295.9771933,1.992728832,549.187754,0.095435897,42.30064103,4827.433607,,,,,,,,,0.058385902
18.46,-37.33518344,-296.1107149,2.570752596,551.2734995,0.096425,41.547925,4519.821301,,,,,,,,,0.06091925
18.48,-37.36825516,-296.5589243,2.387116972,554.946196,0.091615385,39.23861538,4585.513231,,,,,,,,,0.060391306
18.5,-37.37427046,-296.662896,2.331267661,557.0549213,0.097461538,38.42897436,4203.675607,,,,,,,,,0.060308454
18.52,-37.50651696,-296.9641952,3.087940498,559.2177164,0.091564103,41.05520513,12005.64764,,,,,,,,,0.061525417
18.54,-37.39278864,-297.2824699,1.859839178,561.596791,0.105846154,50.31625641,9491.142595,,,,,,,,,0.05984812
18.56,-37.47787282,-297.7237502,2.099232361,573.2833194,0.109125,61.854225,10133.92114,,,,,,,,,0.060571954
18.58,-37.56223927,-298.2290536,2.268860531,592.3895867,0.103358974,71.47797436,9456.756016,,,,,,,,,0.059656176
18.6,-37.59909852,-298.9247254,1.868062749,602.7439684,0.107461538,75.85982051,12565.22535,,,,,,,,,0.060690569
18.62,-37.7832363,-299.7055174,2.560373027,608.6646201,0.110307692,77.74346154,15930.42881,,,,,,,,,0.059395648
18.64,-37.86049771,-300.4029283,2.481053362,595.604727,0.11058209,75.62944776,20688.96528,,,,,,,,,0.060243757
18.66,-37.81562625,-300.158435,2.366575008,577.6032774,0.104077778,70.80153333,17323.66698,,,,,,,,,0.061954897
18.68,-37.59826243,-297.949776,2.83632346,550.8767262,0.094350877,65.25242105,6339.775781,,,,,,,,,0.060419736
18.7,-37.30711047,-295.3746899,3.082193827,533.064657,0.10702,63.57128,3388.904451,,,,,,,,,0.060179859
18.72,-36.92272867,-293.8245769,1.557252499,520.5177417,0.107,63.37578,2855.942802,,,,,,,,,0.061253152
18.74,-36.94297824,-292.607972,2.9358539,514.8452708,0.09786,62.31292,3233.353618,,,,,,,,,0.059251049
18.76,-36.89019436,-292.0710814,3.050473566,517.5059859,0.093921569,59.84688235,3408.799834,,,,,,,,,0.059741347
18.78,-36.88119456,-292.0491586,3.000397867,528.5941594,0.09276,58.44752,3975.248588,,,,,,,,,0.05915233
18.8,-36.85428513,-291.9851268,2.849154296,540.0234503,0.08162,56.13002,3333.622437,,,,,,,,,0.060007872
18.82,-36.84218039,-292.1855428,2.551900338,548.9433581,0.08578,52.2226,4050.100462,,,,,,,,,0.059719444
18.84,-36.99787707,-292.2946863,3.688330225,555.8558422,0.080921569,47.11160784,7733.650946,,,,,,,,,0.061228343
18.86,-37.00741686,-292.7331416,3.326193322,561.6589714,0.07852,51.08214,18006.19204,,,,,,,,,0.061910451
18.88,-37.0245615,-293.5050327,2.69145929,565.4546769,0.08062,45.97822,11846.33463,,,,,,,,,0.060971623
18.9,-37.11721452,-294.1064616,2.831254514,566.88861,0.08386,49.56034,9069.529471,,,,,,,,,0.060454215
18.92,-37.17571327,-294.3223249,3.083381273,565.0329318,0.07874,51.81942,15427.14037,,,,,,,,,0.060186141
18.94,-37.44638249,-295.7853619,3.785698076,560.0732927,0.085235294,49.57684314,19740.41314,,,,,,,,,0.059660694
18.96,-37.750801,-297.7844936,4.221914339,558.1795747,0.08528,49.0853,7983.424697,,,,,,,,,0.061676249
18.98,-37.77217554,-299.1665322,3.010872171,559.2971991,0.08658,52.35618,5308.804654,,,,,,,,,0.059619069
19,-38.07587406,-300.7496379,3.8573546,556.45042,0.08034,55.326,5085.903155,,,,,,,,,0.05903699
19.02,-38.30199423,-301.5682686,4.847685265,547.1935296,0.087294118,54.26521569,5360.156696,,,,,,,,,0.057943811
19.04,-38.3221988,-301.5739844,5.003605979,535.9325233,0.07944,52.728,8674.551156,,,,,,,,,0.057036586
19.06,-38.46939066,-301.4985933,6.256532,526.2112999,0.08162,54.44674,6140.751728,,,,,,,,,0.057290694
19.08,-38.20434632,-301.0346338,4.600136736,514.4867875,0.06852,52.62114,5630.737225,,,,,,,,,0.056423488
19.1,-38.2614501,-301.0558692,5.035731569,506.094061,0.067313725,46.79741176,5471.036846,,,,,,,,,0.05706204
19.12,-38.19759646,-300.7048156,4.875956101,502.256181,0.06136,45.89438,5635.463662,,,,,,,,,0.057194034
19.14,-38.12460802,-300.2532645,4.743599614,501.2018184,0.05006,44.98928,5795.807138,,,,,,,,,0.056825799
19.16,-38.0645793,-299.8899834,4.626651041,500.4426773,0.05264,50.56194,6529.481676,,,,,,,,,0.057087785
19.18,-38.07992397,-299.5585734,5.080818385,499.4577785,0.050921569,49.57201961,8946.989777,,,,,,,,,0.056083118
19.2,-37.9473568,-299.0901642,4.48869017,498.0598177,0.04026,49.02392,12032.5269,,,,,,,,,0.055410916
19.22,-37.83328424,-298.7205161,3.945757832,497.7645962,0.05306,47.74412,13275.28955,,,,,,,,,0.055224965
19.24,-37.73901125,-298.3109294,3.601160613,499.0720059,0.05428,46.28882,8615.429715,,,,,,,,,0.056407939
19.26,-37.62097877,-297.6155509,3.352279256,500.3880985,0.055196078,47.33923529,12243.83129,,,,,,,,,0.060945266
19.28,-37.90573269,-299.6875053,3.55835623,503.0574966,0.05732,47.29356,10628.55759,,,,,,,,,0.060750114
19.3,-38.00342239,-300.3095495,3.717829627,506.7899403,0.05832,45.82408,6158.742291,,,,,,,,,0.061016382
19.32,-38.01832029,-299.5419323,4.604629946,513.4745993,0.0525,48.31092,5229.32896,,,,,,,,,0.060274128
19.34,-37.73766128,-298.490725,3.41056524,518.3122632,0.055921569,45.5624902,6292.54592,,,,,,,,,0.060868101
19.36,-37.55550516,-297.7954912,2.648550127,516.6376872,0.05766,43.01502,10319.16468,,,,,,,,,0.061066013
19.38,-37.60212417,-297.8582207,2.958772675,513.0739416,0.06384,45.1414,9314.646512,,,,,,,,,0.060666174
19.4,-37.6008192,-298.0896397,2.716913889,510.7965183,0.06144,49.13188,9104.9908,,,,,,,,,0.059441091
19.42,-37.50618622,-298.7263042,1.323185495,509.4891086,0.07498,51.75054,11678.30366,,,,,,,,,0.061540222
19.44,-37.96117151,-301.0001579,2.689214155,510.3115115,0.075176471,51.90394118,5758.862436,,,,,,,,,0.061135852
19.46,-38.17446695,-303.5696071,1.826128534,511.6610956,0.0686,46.58092,17861.63915,,,,,,,,,0.059806153
19.48,-38.28979387,-305.3417514,0.976599511,512.4202367,0.073769231,45.111,27814.97878,,,,,,,,,0.057832815
19.72,-36.68940865,-292.4827456,1.032523619,568.2535304,0.085909091,40.45018182,3732.483843,,,,,,,,,0.059728417
19.74,-36.92691358,-292.9824213,2.432887363,572.8543855,0.088590909,41.53359091,3655.420002,,,,,,,,,0.05916731
19.76,-36.90750212,-293.2040831,2.0559339,573.7354787,0.079423077,42.068,3308.972394,,,,,,,,,0.059304363
19.78,-36.83018252,-293.6763133,0.965146844,576.3068018,0.078148148,48.80437037,3015.442957,,,,,,,,,0.060047275
19.8,-37.06822342,-293.7010611,2.844726321,577.6735682,0.080925926,46.9162963,2736.32424,,,,,,,,,0.059978222
19.82,-36.78124607,-293.8559733,0.393995257,578.2773485,0.081461538,50.64888462,2732.296527,,,,,,,,,0.059430561
19.84,-37.18807113,-294.2244729,3.280096202,581.8910187,0.079111111,54.01396296,2675.385504,,,,,,,,,0.06056676
19.86,-37.20729617,-294.4192512,3.239118136,587.8266898,0.080074074,58.49103704,3206.99243,,,,,,,,,0.059195368
19.88,-37.07959532,-294.4038705,2.232892058,592.3174936,0.068703704,60.10044444,2991.528456,,,,,,,,,0.060536644
19.9,-37.07355983,-294.7469292,1.841549395,593.5250542,0.072269231,60.98446154,3179.010424,,,,,,,,,0.059622
19.92,-37.04025973,-295.2876138,1.034464022,594.6995721,0.082407407,60.46888889,4008.803508,,,,,,,,,0.059344444
